Từ tiếng Việt,Sắc thái/Nhóm,Nghĩa tiếng Anh
mất vui sướng cực kỳ,Tiêu cực/Nhấn mạnh,Lost joyful/delighted extremely
mất hạnh phúc quá,Tiêu cực/Nhấn mạnh,Lost happy too much / extremely
mất hạnh phúc lắm,Tiêu cực/Nhấn mạnh,Lost happy very much
mất hạnh phúc cực kỳ,Tiêu cực/Nhấn mạnh,Lost happy extremely
mất tin tưởng quá,Tiêu cực/Nhấn mạnh,Lost trustful too much / extremely
mất tin tưởng lắm,Tiêu cực/Nhấn mạnh,Lost trustful very much
mất tin tưởng cực kỳ,Tiêu cực/Nhấn mạnh,Lost trustful extremely
mất ngưỡng mộ quá,Tiêu cực/Nhấn mạnh,Lost admire too much / extremely
mất ngưỡng mộ lắm,Tiêu cực/Nhấn mạnh,Lost admire very much
mất ngưỡng mộ cực kỳ,Tiêu cực/Nhấn mạnh,Lost admire extremely
mất cảm kích quá,Tiêu cực/Nhấn mạnh,Lost grateful too much / extremely
mất cảm kích lắm,Tiêu cực/Nhấn mạnh,Lost grateful very much
mất cảm kích cực kỳ,Tiêu cực/Nhấn mạnh,Lost grateful extremely
mất lạc quan quá,Tiêu cực/Nhấn mạnh,Lost optimistic too much / extremely
mất lạc quan lắm,Tiêu cực/Nhấn mạnh,Lost optimistic very much
mất lạc quan cực kỳ,Tiêu cực/Nhấn mạnh,Lost optimistic extremely
mất an tâm quá,Tiêu cực/Nhấn mạnh,Lost reassured too much / extremely
mất an tâm lắm,Tiêu cực/Nhấn mạnh,Lost reassured very much
mất an tâm cực kỳ,Tiêu cực/Nhấn mạnh,Lost reassured extremely
mất thân thiện quá,Tiêu cực/Nhấn mạnh,Lost friendly too much / extremely
mất thân thiện lắm,Tiêu cực/Nhấn mạnh,Lost friendly very much
mất thân thiện cực kỳ,Tiêu cực/Nhấn mạnh,Lost friendly extremely
mất mến khách quá,Tiêu cực/Nhấn mạnh,Lost hospitable too much / extremely
mất mến khách lắm,Tiêu cực/Nhấn mạnh,Lost hospitable very much
mất mến khách cực kỳ,Tiêu cực/Nhấn mạnh,Lost hospitable extremely
mất hào hứng quá,Tiêu cực/Nhấn mạnh,Lost excited too much / extremely
mất hào hứng lắm,Tiêu cực/Nhấn mạnh,Lost excited very much
mất hào hứng cực kỳ,Tiêu cực/Nhấn mạnh,Lost excited extremely
mất phấn khởi quá,Tiêu cực/Nhấn mạnh,Lost elated too much / extremely
mất phấn khởi lắm,Tiêu cực/Nhấn mạnh,Lost elated very much
mất phấn khởi cực kỳ,Tiêu cực/Nhấn mạnh,Lost elated extremely
mất may mắn quá,Tiêu cực/Nhấn mạnh,Lost lucky/fortunate too much / extremely
mất may mắn lắm,Tiêu cực/Nhấn mạnh,Lost lucky/fortunate very much
mất may mắn cực kỳ,Tiêu cực/Nhấn mạnh,Lost lucky/fortunate extremely
mất vinh dự quá,Tiêu cực/Nhấn mạnh,Lost honored too much / extremely
mất vinh dự lắm,Tiêu cực/Nhấn mạnh,Lost honored very much
mất vinh dự cực kỳ,Tiêu cực/Nhấn mạnh,Lost honored extremely
mất tuyệt vời quá,Tiêu cực/Nhấn mạnh,Lost wonderful/excellent too much / extremely
mất tuyệt vời lắm,Tiêu cực/Nhấn mạnh,Lost wonderful/excellent very much
mất tuyệt vời cực kỳ,Tiêu cực/Nhấn mạnh,Lost wonderful/excellent extremely
mất xuất sắc quá,Tiêu cực/Nhấn mạnh,Lost outstanding too much / extremely
mất xuất sắc lắm,Tiêu cực/Nhấn mạnh,Lost outstanding very much
mất xuất sắc cực kỳ,Tiêu cực/Nhấn mạnh,Lost outstanding extremely
mất hoàn hảo quá,Tiêu cực/Nhấn mạnh,Lost perfect too much / extremely
mất hoàn hảo lắm,Tiêu cực/Nhấn mạnh,Lost perfect very much
mất hoàn hảo cực kỳ,Tiêu cực/Nhấn mạnh,Lost perfect extremely
mất thỏa mãn quá,Tiêu cực/Nhấn mạnh,Lost contented/satisfied too much / extremely
mất thỏa mãn lắm,Tiêu cực/Nhấn mạnh,Lost contented/satisfied very much
mất thỏa mãn cực kỳ,Tiêu cực/Nhấn mạnh,Lost contented/satisfied extremely
mất yêu mến quá,Tiêu cực/Nhấn mạnh,Lost beloved too much / extremely
mất yêu mến lắm,Tiêu cực/Nhấn mạnh,Lost beloved very much
mất yêu mến cực kỳ,Tiêu cực/Nhấn mạnh,Lost beloved extremely
mất trân trọng quá,Tiêu cực/Nhấn mạnh,Lost appreciative too much / extremely
mất trân trọng lắm,Tiêu cực/Nhấn mạnh,Lost appreciative very much
mất trân trọng cực kỳ,Tiêu cực/Nhấn mạnh,Lost appreciative extremely
mất kính trọng quá,Tiêu cực/Nhấn mạnh,Lost respectful too much / extremely
mất kính trọng lắm,Tiêu cực/Nhấn mạnh,Lost respectful very much
mất kính trọng cực kỳ,Tiêu cực/Nhấn mạnh,Lost respectful extremely
mất khâm phục quá,Tiêu cực/Nhấn mạnh,Lost admirable too much / extremely
mất khâm phục lắm,Tiêu cực/Nhấn mạnh,Lost admirable very much
mất khâm phục cực kỳ,Tiêu cực/Nhấn mạnh,Lost admirable extremely
mất ấm áp quá,Tiêu cực/Nhấn mạnh,Lost warm too much / extremely
mất ấm áp lắm,Tiêu cực/Nhấn mạnh,Lost warm very much
mất ấm áp cực kỳ,Tiêu cực/Nhấn mạnh,Lost warm extremely
mất bình yên quá,Tiêu cực/Nhấn mạnh,Lost peaceful too much / extremely
mất bình yên lắm,Tiêu cực/Nhấn mạnh,Lost peaceful very much
mất bình yên cực kỳ,Tiêu cực/Nhấn mạnh,Lost peaceful extremely
mất vui vẻ quá,Tiêu cực/Nhấn mạnh,Lost cheerful too much / extremely
mất vui vẻ lắm,Tiêu cực/Nhấn mạnh,Lost cheerful very much
mất vui vẻ cực kỳ,Tiêu cực/Nhấn mạnh,Lost cheerful extremely
mất ngập tràn niềm vui quá,Tiêu cực/Nhấn mạnh,Lost joyous too much / extremely
mất ngập tràn niềm vui lắm,Tiêu cực/Nhấn mạnh,Lost joyous very much
mất ngập tràn niềm vui cực kỳ,Tiêu cực/Nhấn mạnh,Lost joyous extremely
mất khấp khởi quá,Tiêu cực/Nhấn mạnh,Lost expectantly joyful too much / extremely
mất khấp khởi lắm,Tiêu cực/Nhấn mạnh,Lost expectantly joyful very much
mất khấp khởi cực kỳ,Tiêu cực/Nhấn mạnh,Lost expectantly joyful extremely
mất hân hoan quá,Tiêu cực/Nhấn mạnh,Lost jubilant too much / extremely
mất hân hoan lắm,Tiêu cực/Nhấn mạnh,Lost jubilant very much
mất hân hoan cực kỳ,Tiêu cực/Nhấn mạnh,Lost jubilant extremely
mất rạng rỡ quá,Tiêu cực/Nhấn mạnh,Lost radiant too much / extremely
mất rạng rỡ lắm,Tiêu cực/Nhấn mạnh,Lost radiant very much
mất rạng rỡ cực kỳ,Tiêu cực/Nhấn mạnh,Lost radiant extremely
mất sáng tạo quá,Tiêu cực/Nhấn mạnh,Lost creative too much / extremely
mất sáng tạo lắm,Tiêu cực/Nhấn mạnh,Lost creative very much
mất sáng tạo cực kỳ,Tiêu cực/Nhấn mạnh,Lost creative extremely
mất đổi mới quá,Tiêu cực/Nhấn mạnh,Lost innovative too much / extremely
mất đổi mới lắm,Tiêu cực/Nhấn mạnh,Lost innovative very much
mất đổi mới cực kỳ,Tiêu cực/Nhấn mạnh,Lost innovative extremely
mất kiên trì quá,Tiêu cực/Nhấn mạnh,Lost persistent too much / extremely
mất kiên trì lắm,Tiêu cực/Nhấn mạnh,Lost persistent very much
mất kiên trì cực kỳ,Tiêu cực/Nhấn mạnh,Lost persistent extremely
mất bền bỉ quá,Tiêu cực/Nhấn mạnh,Lost resilient too much / extremely
mất bền bỉ lắm,Tiêu cực/Nhấn mạnh,Lost resilient very much
mất bền bỉ cực kỳ,Tiêu cực/Nhấn mạnh,Lost resilient extremely
mất quyết liệt quá,Tiêu cực/Nhấn mạnh,Lost drastic/fierce too much / extremely
mất quyết liệt lắm,Tiêu cực/Nhấn mạnh,Lost drastic/fierce very much
mất quyết liệt cực kỳ,Tiêu cực/Nhấn mạnh,Lost drastic/fierce extremely
mất chủ động quá,Tiêu cực/Nhấn mạnh,Lost proactive too much / extremely
mất chủ động lắm,Tiêu cực/Nhấn mạnh,Lost proactive very much
mất chủ động cực kỳ,Tiêu cực/Nhấn mạnh,Lost proactive extremely
mất tự xin quá,Tiêu cực/Nhấn mạnh,Lost confident too much / extremely
mất tự xin lắm,Tiêu cực/Nhấn mạnh,Lost confident very much
mất tự xin cực kỳ,Tiêu cực/Nhấn mạnh,Lost confident extremely
mất tự tin quá,Tiêu cực/Nhấn mạnh,Lost confident too much / extremely
mất tự tin lắm,Tiêu cực/Nhấn mạnh,Lost confident very much
mất tự tin cực kỳ,Tiêu cực/Nhấn mạnh,Lost confident extremely
mất dũng cảm quá,Tiêu cực/Nhấn mạnh,Lost brave/courageous too much / extremely
mất dũng cảm lắm,Tiêu cực/Nhấn mạnh,Lost brave/courageous very much
mất dũng cảm cực kỳ,Tiêu cực/Nhấn mạnh,Lost brave/courageous extremely
mất kiên cường quá,Tiêu cực/Nhấn mạnh,Lost indomitable too much / extremely
mất kiên cường lắm,Tiêu cực/Nhấn mạnh,Lost indomitable very much
mất kiên cường cực kỳ,Tiêu cực/Nhấn mạnh,Lost indomitable extremely
mất nỗ lực quá,Tiêu cực/Nhấn mạnh,Lost effort/striving too much / extremely
mất nỗ lực lắm,Tiêu cực/Nhấn mạnh,Lost effort/striving very much
mất nỗ lực cực kỳ,Tiêu cực/Nhấn mạnh,Lost effort/striving extremely
mất cố gắng quá,Tiêu cực/Nhấn mạnh,Lost trying/endeavoring too much / extremely
mất cố gắng lắm,Tiêu cực/Nhấn mạnh,Lost trying/endeavoring very much
mất cố gắng cực kỳ,Tiêu cực/Nhấn mạnh,Lost trying/endeavoring extremely
mất hết mình quá,Tiêu cực/Nhấn mạnh,Lost wholehearted too much / extremely
mất hết mình lắm,Tiêu cực/Nhấn mạnh,Lost wholehearted very much
mất hết mình cực kỳ,Tiêu cực/Nhấn mạnh,Lost wholehearted extremely
mất tận tâm quá,Tiêu cực/Nhấn mạnh,Lost dedicated too much / extremely
mất tận tâm lắm,Tiêu cực/Nhấn mạnh,Lost dedicated very much
mất tận tâm cực kỳ,Tiêu cực/Nhấn mạnh,Lost dedicated extremely
mất chu đáo quá,Tiêu cực/Nhấn mạnh,Lost thoughtful/attentive too much / extremely
mất chu đáo lắm,Tiêu cực/Nhấn mạnh,Lost thoughtful/attentive very much
mất chu đáo cực kỳ,Tiêu cực/Nhấn mạnh,Lost thoughtful/attentive extremely
mất sẵn sàng quá,Tiêu cực/Nhấn mạnh,Lost ready/willing too much / extremely
mất sẵn sàng lắm,Tiêu cực/Nhấn mạnh,Lost ready/willing very much
mất sẵn sàng cực kỳ,Tiêu cực/Nhấn mạnh,Lost ready/willing extremely
mất hăng hái quá,Tiêu cực/Nhấn mạnh,Lost enthusiastic too much / extremely
mất hăng hái lắm,Tiêu cực/Nhấn mạnh,Lost enthusiastic very much
mất hăng hái cực kỳ,Tiêu cực/Nhấn mạnh,Lost enthusiastic extremely
mất sôi nổi quá,Tiêu cực/Nhấn mạnh,Lost lively/vibrant too much / extremely
mất sôi nổi lắm,Tiêu cực/Nhấn mạnh,Lost lively/vibrant very much
mất sôi nổi cực kỳ,Tiêu cực/Nhấn mạnh,Lost lively/vibrant extremely
mất tự lực quá,Tiêu cực/Nhấn mạnh,Lost self-reliant too much / extremely
mất tự lực lắm,Tiêu cực/Nhấn mạnh,Lost self-reliant very much
mất tự lực cực kỳ,Tiêu cực/Nhấn mạnh,Lost self-reliant extremely
mất bứt phá quá,Tiêu cực/Nhấn mạnh,Lost breaking through too much / extremely
mất bứt phá lắm,Tiêu cực/Nhấn mạnh,Lost breaking through very much
mất bứt phá cực kỳ,Tiêu cực/Nhấn mạnh,Lost breaking through extremely
mất kiên định quá,Tiêu cực/Nhấn mạnh,Lost steadfast too much / extremely
mất kiên định lắm,Tiêu cực/Nhấn mạnh,Lost steadfast very much
mất kiên định cực kỳ,Tiêu cực/Nhấn mạnh,Lost steadfast extremely
mất tràn đầy năng lượng quá,Tiêu cực/Nhấn mạnh,Lost energetic too much / extremely
mất tràn đầy năng lượng lắm,Tiêu cực/Nhấn mạnh,Lost energetic very much
mất tràn đầy năng lượng cực kỳ,Tiêu cực/Nhấn mạnh,Lost energetic extremely
mất sục sôi quá,Tiêu cực/Nhấn mạnh,Lost seething/burning too much / extremely
mất sục sôi lắm,Tiêu cực/Nhấn mạnh,Lost seething/burning very much
mất sục sôi cực kỳ,Tiêu cực/Nhấn mạnh,Lost seething/burning extremely
mất đồng lòng quá,Tiêu cực/Nhấn mạnh,Lost unanimous too much / extremely
mất đồng lòng lắm,Tiêu cực/Nhấn mạnh,Lost unanimous very much
mất đồng lòng cực kỳ,Tiêu cực/Nhấn mạnh,Lost unanimous extremely
mất nhất trí quá,Tiêu cực/Nhấn mạnh,Lost agreed/consensus too much / extremely
mất nhất trí lắm,Tiêu cực/Nhấn mạnh,Lost agreed/consensus very much
mất nhất trí cực kỳ,Tiêu cực/Nhấn mạnh,Lost agreed/consensus extremely
mất chung sức quá,Tiêu cực/Nhấn mạnh,Lost joining forces too much / extremely
mất chung sức lắm,Tiêu cực/Nhấn mạnh,Lost joining forces very much
mất chung sức cực kỳ,Tiêu cực/Nhấn mạnh,Lost joining forces extremely
mất vượt trội quá,Tiêu cực/Nhấn mạnh,Lost superior too much / extremely
mất vượt trội lắm,Tiêu cực/Nhấn mạnh,Lost superior very much
mất vượt trội cực kỳ,Tiêu cực/Nhấn mạnh,Lost superior extremely
mất tối ưu quá,Tiêu cực/Nhấn mạnh,Lost optimal too much / extremely
mất tối ưu lắm,Tiêu cực/Nhấn mạnh,Lost optimal very much
mất tối ưu cực kỳ,Tiêu cực/Nhấn mạnh,Lost optimal extremely
mất bứt tốc quá,Tiêu cực/Nhấn mạnh,Lost accelerating too much / extremely
mất bứt tốc lắm,Tiêu cực/Nhấn mạnh,Lost accelerating very much
mất bứt tốc cực kỳ,Tiêu cực/Nhấn mạnh,Lost accelerating extremely
mất thuận lợi quá,Tiêu cực/Nhấn mạnh,Lost favorable too much / extremely
mất thuận lợi lắm,Tiêu cực/Nhấn mạnh,Lost favorable very much
mất thuận lợi cực kỳ,Tiêu cực/Nhấn mạnh,Lost favorable extremely
mất tiềm năng quá,Tiêu cực/Nhấn mạnh,Lost potential too much / extremely
mất tiềm năng lắm,Tiêu cực/Nhấn mạnh,Lost potential very much
mất tiềm năng cực kỳ,Tiêu cực/Nhấn mạnh,Lost potential extremely
mất phồn vinh quá,Tiêu cực/Nhấn mạnh,Lost prosperous too much / extremely
mất phồn vinh lắm,Tiêu cực/Nhấn mạnh,Lost prosperous very much
mất phồn vinh cực kỳ,Tiêu cực/Nhấn mạnh,Lost prosperous extremely
mất thịnh vượng quá,Tiêu cực/Nhấn mạnh,Lost wealthy/prosperous too much / extremely
mất thịnh vượng lắm,Tiêu cực/Nhấn mạnh,Lost wealthy/prosperous very much
mất thịnh vượng cực kỳ,Tiêu cực/Nhấn mạnh,Lost wealthy/prosperous extremely
mất khởi sắc quá,Tiêu cực/Nhấn mạnh,Lost flourishing/improving too much / extremely
mất khởi sắc lắm,Tiêu cực/Nhấn mạnh,Lost flourishing/improving very much
mất khởi sắc cực kỳ,Tiêu cực/Nhấn mạnh,Lost flourishing/improving extremely
mất thăng tiến quá,Tiêu cực/Nhấn mạnh,Lost advancing too much / extremely
mất thăng tiến lắm,Tiêu cực/Nhấn mạnh,Lost advancing very much
mất thăng tiến cực kỳ,Tiêu cực/Nhấn mạnh,Lost advancing extremely
mất phát triển quá,Tiêu cực/Nhấn mạnh,Lost developing too much / extremely
mất phát triển lắm,Tiêu cực/Nhấn mạnh,Lost developing very much
mất phát triển cực kỳ,Tiêu cực/Nhấn mạnh,Lost developing extremely
mất mở rộng quá,Tiêu cực/Nhấn mạnh,Lost expanding too much / extremely
mất mở rộng lắm,Tiêu cực/Nhấn mạnh,Lost expanding very much
mất mở rộng cực kỳ,Tiêu cực/Nhấn mạnh,Lost expanding extremely
mất vững chắc quá,Tiêu cực/Nhấn mạnh,Lost solid/firm too much / extremely
mất vững chắc lắm,Tiêu cực/Nhấn mạnh,Lost solid/firm very much
mất vững chắc cực kỳ,Tiêu cực/Nhấn mạnh,Lost solid/firm extremely
mất chính xác quá,Tiêu cực/Nhấn mạnh,Lost accurate too much / extremely
mất chính xác lắm,Tiêu cực/Nhấn mạnh,Lost accurate very much
mất chính xác cực kỳ,Tiêu cực/Nhấn mạnh,Lost accurate extremely
mất nhanh chóng quá,Tiêu cực/Nhấn mạnh,Lost rapid/quick too much / extremely
mất nhanh chóng lắm,Tiêu cực/Nhấn mạnh,Lost rapid/quick very much
mất nhanh chóng cực kỳ,Tiêu cực/Nhấn mạnh,Lost rapid/quick extremely
mất kịp thời quá,Tiêu cực/Nhấn mạnh,Lost timely too much / extremely
mất kịp thời lắm,Tiêu cực/Nhấn mạnh,Lost timely very much
mất kịp thời cực kỳ,Tiêu cực/Nhấn mạnh,Lost timely extremely
mất nhạy bén quá,Tiêu cực/Nhấn mạnh,Lost sharp/agile too much / extremely
mất nhạy bén lắm,Tiêu cực/Nhấn mạnh,Lost sharp/agile very much
mất nhạy bén cực kỳ,Tiêu cực/Nhấn mạnh,Lost sharp/agile extremely
buồn,Tiêu cực,Sad
buồn rười rượi,Tiêu cực,Extremely sad
buồn thiu,Tiêu cực,Glum/Quietly sad
buồn tủi,Tiêu cực,Sad and self-pitying
